term,term_adapted,term_context,Sociability,Morality,Assertiveness,Ability,Beliefs,Status,Health,Emotions,Geography,Occupation,Appearance,Beauty,Family,Deviance,SocialGroups,Gender,Race,Age,Sexual.Orientation,Valence,Valence_dir,Sociability_dir,Morality_dir,Assertiveness_dir,Ability_dir,Beliefs_dir,Status_dir,Health_dir,Geography_dir,Occupation_dir,Beauty_dir,Deviance_dir,Activation_dir,Emotionalvalence_dir,Age.youngtoold_dir,SexOr.LGBtostr8_dir,Gender.femtomasc_dir,Gender.nonbinary&trans,Sum,Sentence,Sentence_bold,Sentence_qualtrics,Sentence_bold_qualtrics,Sentence_bold_qualtrics2
powerful,powerful,A person who is powerful,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is powerful they are also likely to be:,If a person is <b>powerful</b> they are also likely to be:,"""If a person is powerful they are also likely to be:"",","""If a person is <b>powerful</b> they are also likely to be:"",","""If a person is <b>powerful</b> they are also likely to:"","
powerless,powerless,A person who is powerless,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is powerless they are also likely to be:,If a person is <b>powerless</b> they are also likely to be:,"""If a person is powerless they are also likely to be:"",","""If a person is <b>powerless</b> they are also likely to be:"",","""If a person is <b>powerless</b> they are also likely to:"","
rich,rich,A person who is rich,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is rich they are also likely to be:,If a person is <b>rich</b> they are also likely to be:,"""If a person is rich they are also likely to be:"",","""If a person is <b>rich</b> they are also likely to be:"",","""If a person is <b>rich</b> they are also likely to:"","
poor,poor,A person who is poor,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is poor they are also likely to be:,If a person is <b>poor</b> they are also likely to be:,"""If a person is poor they are also likely to be:"",","""If a person is <b>poor</b> they are also likely to be:"",","""If a person is <b>poor</b> they are also likely to:"","
wealthy,wealthy,A person who is wealthy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is wealthy they are also likely to be:,If a person is <b>wealthy</b> they are also likely to be:,"""If a person is wealthy they are also likely to be:"",","""If a person is <b>wealthy</b> they are also likely to be:"",","""If a person is <b>wealthy</b> they are also likely to:"","
indigent,indigent,A person who is indigent,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is indigent they are also likely to be:,If a person is <b>indigent</b> they are also likely to be:,"""If a person is indigent they are also likely to be:"",","""If a person is <b>indigent</b> they are also likely to be:"",","""If a person is <b>indigent</b> they are also likely to:"","
affluent,affluent,A person who is affluent,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is affluent they are also likely to be:,If a person is <b>affluent</b> they are also likely to be:,"""If a person is affluent they are also likely to be:"",","""If a person is <b>affluent</b> they are also likely to be:"",","""If a person is <b>affluent</b> they are also likely to:"","
deprived,deprived,A person who is deprived,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is deprived they are also likely to be:,If a person is <b>deprived</b> they are also likely to be:,"""If a person is deprived they are also likely to be:"",","""If a person is <b>deprived</b> they are also likely to be:"",","""If a person is <b>deprived</b> they are also likely to:"","
influential,influential,A person who is influential,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is influential they are also likely to be:,If a person is <b>influential</b> they are also likely to be:,"""If a person is influential they are also likely to be:"",","""If a person is <b>influential</b> they are also likely to be:"",","""If a person is <b>influential</b> they are also likely to:"","
uninfluential,uninfluential,A person who is uninfluential,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is uninfluential they are also likely to be:,If a person is <b>uninfluential</b> they are also likely to be:,"""If a person is uninfluential they are also likely to be:"",","""If a person is <b>uninfluential</b> they are also likely to be:"",","""If a person is <b>uninfluential</b> they are also likely to:"","
prestigious,prestigious,A person who is prestigious,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is prestigious they are also likely to be:,If a person is <b>prestigious</b> they are also likely to be:,"""If a person is prestigious they are also likely to be:"",","""If a person is <b>prestigious</b> they are also likely to be:"",","""If a person is <b>prestigious</b> they are also likely to:"","
unimportant,unimportant,A person who is unimportant,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is unimportant they are also likely to be:,If a person is <b>unimportant</b> they are also likely to be:,"""If a person is unimportant they are also likely to be:"",","""If a person is <b>unimportant</b> they are also likely to be:"",","""If a person is <b>unimportant</b> they are also likely to:"","
prosperous,prosperous,A person who is prosperous,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is prosperous they are also likely to be:,If a person is <b>prosperous</b> they are also likely to be:,"""If a person is prosperous they are also likely to be:"",","""If a person is <b>prosperous</b> they are also likely to be:"",","""If a person is <b>prosperous</b> they are also likely to:"","
penniless,penniless,A person who is penniless,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is penniless they are also likely to be:,If a person is <b>penniless</b> they are also likely to be:,"""If a person is penniless they are also likely to be:"",","""If a person is <b>penniless</b> they are also likely to be:"",","""If a person is <b>penniless</b> they are also likely to:"","
unfit,unfit,A person who is unfit,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is unfit they are also likely to be:,If a person is <b>unfit</b> they are also likely to be:,"""If a person is unfit they are also likely to be:"",","""If a person is <b>unfit</b> they are also likely to be:"",","""If a person is <b>unfit</b> they are also likely to:"","
fit,fit,A person who is fit,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is fit they are also likely to be:,If a person is <b>fit</b> they are also likely to be:,"""If a person is fit they are also likely to be:"",","""If a person is <b>fit</b> they are also likely to be:"",","""If a person is <b>fit</b> they are also likely to:"","
diseased,diseased,A person who is diseased,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is diseased they are also likely to be:,If a person is <b>diseased</b> they are also likely to be:,"""If a person is diseased they are also likely to be:"",","""If a person is <b>diseased</b> they are also likely to be:"",","""If a person is <b>diseased</b> they are also likely to:"","
healthful,healthful,A person who is healthful,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is healthful they are also likely to be:,If a person is <b>healthful</b> they are also likely to be:,"""If a person is healthful they are also likely to be:"",","""If a person is <b>healthful</b> they are also likely to be:"",","""If a person is <b>healthful</b> they are also likely to:"","
ill,ill,A person who is ill,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is ill they are also likely to be:,If a person is <b>ill</b> they are also likely to be:,"""If a person is ill they are also likely to be:"",","""If a person is <b>ill</b> they are also likely to be:"",","""If a person is <b>ill</b> they are also likely to:"","
hale,hale,A person who is hale,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is hale they are also likely to be:,If a person is <b>hale</b> they are also likely to be:,"""If a person is hale they are also likely to be:"",","""If a person is <b>hale</b> they are also likely to be:"",","""If a person is <b>hale</b> they are also likely to:"","
insane,insane,A person who is insane,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is insane they are also likely to be:,If a person is <b>insane</b> they are also likely to be:,"""If a person is insane they are also likely to be:"",","""If a person is <b>insane</b> they are also likely to be:"",","""If a person is <b>insane</b> they are also likely to:"","
sane,sane,A person who is sane,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is sane they are also likely to be:,If a person is <b>sane</b> they are also likely to be:,"""If a person is sane they are also likely to be:"",","""If a person is <b>sane</b> they are also likely to be:"",","""If a person is <b>sane</b> they are also likely to:"","
healthy,healthy,A person who is healthy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is healthy they are also likely to be:,If a person is <b>healthy</b> they are also likely to be:,"""If a person is healthy they are also likely to be:"",","""If a person is <b>healthy</b> they are also likely to be:"",","""If a person is <b>healthy</b> they are also likely to:"","
unhealthy,unhealthy,A person who is unhealthy,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is unhealthy they are also likely to be:,If a person is <b>unhealthy</b> they are also likely to be:,"""If a person is unhealthy they are also likely to be:"",","""If a person is <b>unhealthy</b> they are also likely to be:"",","""If a person is <b>unhealthy</b> they are also likely to:"","
foreigner,a foreigner,A person who is a foreigner,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is a foreigner they are also likely to be:,If a person is <b>a foreigner</b> they are also likely to be:,"""If a person is a foreigner they are also likely to be:"",","""If a person is <b>a foreigner</b> they are also likely to be:"",","""If a person is <b>a foreigner</b> they are also likely to:"","
immigrant,an immigrant,A person who is an immigrant,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is an immigrant they are also likely to be:,If a person is <b>an immigrant</b> they are also likely to be:,"""If a person is an immigrant they are also likely to be:"",","""If a person is <b>an immigrant</b> they are also likely to be:"",","""If a person is <b>an immigrant</b> they are also likely to:"","
alien,an alien,A person who is an alien,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is an alien they are also likely to be:,If a person is <b>an alien</b> they are also likely to be:,"""If a person is an alien they are also likely to be:"",","""If a person is <b>an alien</b> they are also likely to be:"",","""If a person is <b>an alien</b> they are also likely to:"","
migrant,a migrant,A person who is a migrant,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is a migrant they are also likely to be:,If a person is <b>a migrant</b> they are also likely to be:,"""If a person is a migrant they are also likely to be:"",","""If a person is <b>a migrant</b> they are also likely to be:"",","""If a person is <b>a migrant</b> they are also likely to:"","
citizen,a citizen,A person who is a citizen,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is a citizen they are also likely to be:,If a person is <b>a citizen</b> they are also likely to be:,"""If a person is a citizen they are also likely to be:"",","""If a person is <b>a citizen</b> they are also likely to be:"",","""If a person is <b>a citizen</b> they are also likely to:"","
resident,a resident,A person who is a resident,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is a resident they are also likely to be:,If a person is <b>a resident</b> they are also likely to be:,"""If a person is a resident they are also likely to be:"",","""If a person is <b>a resident</b> they are also likely to be:"",","""If a person is <b>a resident</b> they are also likely to:"","
local,a local,A person who is a local,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is a local they are also likely to be:,If a person is <b>a local</b> they are also likely to be:,"""If a person is a local they are also likely to be:"",","""If a person is <b>a local</b> they are also likely to be:"",","""If a person is <b>a local</b> they are also likely to:"","
American,American,A person who is American,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is American they are also likely to be:,If a person is <b>American</b> they are also likely to be:,"""If a person is American they are also likely to be:"",","""If a person is <b>American</b> they are also likely to be:"",","""If a person is <b>American</b> they are also likely to:"","
job,has a job,A person who is has a job,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person has a job they are also likely to be:,If a person <b>has a job</b> they are also likely to be:,"""If a person has a job they are also likely to be:"",","""If a person <b>has a job</b> they are also likely to be:"",","""If a person <b>has a job</b> they are also likely to:"","
jobless,jobless,A person who is jobless,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is jobless they are also likely to be:,If a person is <b>jobless</b> they are also likely to be:,"""If a person is jobless they are also likely to be:"",","""If a person is <b>jobless</b> they are also likely to be:"",","""If a person is <b>jobless</b> they are also likely to:"","
employed,employed,A person who is employed,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is employed they are also likely to be:,If a person is <b>employed</b> they are also likely to be:,"""If a person is employed they are also likely to be:"",","""If a person is <b>employed</b> they are also likely to be:"",","""If a person is <b>employed</b> they are also likely to:"","
unemployed,unemployed,A person who is unemployed,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is unemployed they are also likely to be:,If a person is <b>unemployed</b> they are also likely to be:,"""If a person is unemployed they are also likely to be:"",","""If a person is <b>unemployed</b> they are also likely to be:"",","""If a person is <b>unemployed</b> they are also likely to:"","
worker,a worker,A person who is a worker,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is a worker they are also likely to be:,If a person is <b>a worker</b> they are also likely to be:,"""If a person is a worker they are also likely to be:"",","""If a person is <b>a worker</b> they are also likely to be:"",","""If a person is <b>a worker</b> they are also likely to:"","
out of work,out of work,A person who is out of work,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is out of work they are also likely to be:,If a person is <b>out of work</b> they are also likely to be:,"""If a person is out of work they are also likely to be:"",","""If a person is <b>out of work</b> they are also likely to be:"",","""If a person is <b>out of work</b> they are also likely to:"","
profession,a professional,A person who is a professional,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is a professional they are also likely to be:,If a person is <b>a professional</b> they are also likely to be:,"""If a person is a professional they are also likely to be:"",","""If a person is <b>a professional</b> they are also likely to be:"",","""If a person is <b>a professional</b> they are also likely to:"","
business,has a business,A person who is has a business,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person has a business they are also likely to be:,If a person <b>has a business</b> they are also likely to be:,"""If a person has a business they are also likely to be:"",","""If a person <b>has a business</b> they are also likely to be:"",","""If a person <b>has a business</b> they are also likely to:"","
cashier,a cashier,A person who is a cashier,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is a cashier they are also likely to be:,If a person is <b>a cashier</b> they are also likely to be:,"""If a person is a cashier they are also likely to be:"",","""If a person is <b>a cashier</b> they are also likely to be:"",","""If a person is <b>a cashier</b> they are also likely to:"","
teacher,a teacher,A person who is a teacher,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is a teacher they are also likely to be:,If a person is <b>a teacher</b> they are also likely to be:,"""If a person is a teacher they are also likely to be:"",","""If a person is <b>a teacher</b> they are also likely to be:"",","""If a person is <b>a teacher</b> they are also likely to:"","
salesperson,a salesperson,A person who is a salesperson,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is a salesperson they are also likely to be:,If a person is <b>a salesperson</b> they are also likely to be:,"""If a person is a salesperson they are also likely to be:"",","""If a person is <b>a salesperson</b> they are also likely to be:"",","""If a person is <b>a salesperson</b> they are also likely to:"","
nurse,a nurse,A person who is a nurse,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is a nurse they are also likely to be:,If a person is <b>a nurse</b> they are also likely to be:,"""If a person is a nurse they are also likely to be:"",","""If a person is <b>a nurse</b> they are also likely to be:"",","""If a person is <b>a nurse</b> they are also likely to:"","
engineer,an engineer,A person who is an engineer,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is an engineer they are also likely to be:,If a person is <b>an engineer</b> they are also likely to be:,"""If a person is an engineer they are also likely to be:"",","""If a person is <b>an engineer</b> they are also likely to be:"",","""If a person is <b>an engineer</b> they are also likely to:"","
doctor,a doctor,A person who is a doctor,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is a doctor they are also likely to be:,If a person is <b>a doctor</b> they are also likely to be:,"""If a person is a doctor they are also likely to be:"",","""If a person is <b>a doctor</b> they are also likely to be:"",","""If a person is <b>a doctor</b> they are also likely to:"","
manager,a manager,A person who is a manager,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is a manager they are also likely to be:,If a person is <b>a manager</b> they are also likely to be:,"""If a person is a manager they are also likely to be:"",","""If a person is <b>a manager</b> they are also likely to be:"",","""If a person is <b>a manager</b> they are also likely to:"","
tall,tall,A person who is tall,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is tall they are also likely to be:,If a person is <b>tall</b> they are also likely to be:,"""If a person is tall they are also likely to be:"",","""If a person is <b>tall</b> they are also likely to be:"",","""If a person is <b>tall</b> they are also likely to:"","
short,short,A person who is short,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is short they are also likely to be:,If a person is <b>short</b> they are also likely to be:,"""If a person is short they are also likely to be:"",","""If a person is <b>short</b> they are also likely to be:"",","""If a person is <b>short</b> they are also likely to:"","
big,big,A person who is big,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is big they are also likely to be:,If a person is <b>big</b> they are also likely to be:,"""If a person is big they are also likely to be:"",","""If a person is <b>big</b> they are also likely to be:"",","""If a person is <b>big</b> they are also likely to:"","
small,small,A person who is small,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is small they are also likely to be:,If a person is <b>small</b> they are also likely to be:,"""If a person is small they are also likely to be:"",","""If a person is <b>small</b> they are also likely to be:"",","""If a person is <b>small</b> they are also likely to:"","
fat,fat,A person who is fat,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is fat they are also likely to be:,If a person is <b>fat</b> they are also likely to be:,"""If a person is fat they are also likely to be:"",","""If a person is <b>fat</b> they are also likely to be:"",","""If a person is <b>fat</b> they are also likely to:"","
thin,thin,A person who is thin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is thin they are also likely to be:,If a person is <b>thin</b> they are also likely to be:,"""If a person is thin they are also likely to be:"",","""If a person is <b>thin</b> they are also likely to be:"",","""If a person is <b>thin</b> they are also likely to:"","
muscular,muscular,A person who is muscular,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is muscular they are also likely to be:,If a person is <b>muscular</b> they are also likely to be:,"""If a person is muscular they are also likely to be:"",","""If a person is <b>muscular</b> they are also likely to be:"",","""If a person is <b>muscular</b> they are also likely to:"","
skinny,skinny,A person who is skinny,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is skinny they are also likely to be:,If a person is <b>skinny</b> they are also likely to be:,"""If a person is skinny they are also likely to be:"",","""If a person is <b>skinny</b> they are also likely to be:"",","""If a person is <b>skinny</b> they are also likely to:"","
curly hair,curly hair,A person who is curly hair,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person has curly hair they are also likely to be:,If a person <b>has curly hair</b> they are also likely to be:,"""If a person has curly hair they are also likely to be:"",","""If a person <b>has curly hair</b> they are also likely to be:"",","""If a person <b>has curly hair</b> they are also likely to:"","
straight hair,straight hair,A person who is straight hair,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person has straight hair they are also likely to be:,If a person <b>has straight hair</b> they are also likely to be:,"""If a person has straight hair they are also likely to be:"",","""If a person <b>has straight hair</b> they are also likely to be:"",","""If a person <b>has straight hair</b> they are also likely to:"","
blond,blond,A person who is blond,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is blond they are also likely to be:,If a person is <b>blond</b> they are also likely to be:,"""If a person is blond they are also likely to be:"",","""If a person is <b>blond</b> they are also likely to be:"",","""If a person is <b>blond</b> they are also likely to:"","
brunette,a brunette,A person who is a brunette,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is a brunette they are also likely to be:,If a person is <b>a brunette</b> they are also likely to be:,"""If a person is a brunette they are also likely to be:"",","""If a person is <b>a brunette</b> they are also likely to be:"",","""If a person is <b>a brunette</b> they are also likely to:"","
red haired,red-haired,A person who is red-haired,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is red-haired they are also likely to be:,If a person is <b>red-haired</b> they are also likely to be:,"""If a person is red-haired they are also likely to be:"",","""If a person is <b>red-haired</b> they are also likely to be:"",","""If a person is <b>red-haired</b> they are also likely to:"","
glasses,glasses,A person who is glasses,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person wears glasses they are also likely to be:,If a person <b>wears glasses</b> they are also likely to be:,"""If a person wears glasses they are also likely to be:"",","""If a person <b>wears glasses</b> they are also likely to be:"",","""If a person <b>wears glasses</b> they are also likely to:"","
tattoo,tattoos,A person who is tattoos,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person has tattoos they are also likely to be:,If a person <b>has tattoos</b> they are also likely to be:,"""If a person has tattoos they are also likely to be:"",","""If a person <b>has tattoos</b> they are also likely to be:"",","""If a person <b>has tattoos</b> they are also likely to:"","
